VERSION,REGION,IO_MALLOC_FLAG,SIZE,THREAD_NUM,AVG_TOTAL_TIME,STD_TOTAL_TIME,%STD
mandelbrot_omp,seahorse,0,4096,1,15.660,0.291,1.86%
mandelbrot_omp,elephant,0,4096,1,14.710,0.323,2.20%
mandelbrot_omp,spiral,0,4096,1,17.1021,0.0436,0.26%
mandelbrot_omp,full,0,4096,2,1.03822,0.00209,0.20%
mandelbrot_omp,seahorse,0,4096,2,7.865,0.105,1.33%
mandelbrot_omp,elephant,0,4096,2,7.590,0.170,2.23%
mandelbrot_omp,spiral,0,4096,2,8.7793,0.0293,0.33%
mandelbrot_omp,full,0,4096,4,0.55018,0.00148,0.27%
mandelbrot_omp,seahorse,0,4096,4,4.10036,0.00588,0.14%
mandelbrot_omp,elephant,0,4096,4,3.82823,0.00796,0.21%
mandelbrot_omp,spiral,0,4096,4,4.7328,0.0131,0.28%
mandelbrot_omp,full,0,4096,8,0.41491,0.00575,1.39%
mandelbrot_omp,seahorse,0,4096,8,3.1377,0.0225,0.72%
mandelbrot_omp,elephant,0,4096,8,2.9136,0.0151,0.52%
mandelbrot_omp,spiral,0,4096,8,3.5836,0.0135,0.38%
mandelbrot_omp,full,0,4096,16,0.43344,0.00306,0.71%
mandelbrot_omp,seahorse,0,4096,16,3.284,0.126,3.83%
mandelbrot_omp,elephant,0,4096,16,2.9760,0.0123,0.41%
mandelbrot_omp,spiral,0,4096,16,3.6518,0.0834,2.28%
mandelbrot_omp,full,0,4096,32,0.43144,0.00161,0.37%
mandelbrot_omp,seahorse,0,4096,32,3.1610,0.0115,0.36%
mandelbrot_omp,elephant,0,4096,32,2.9523,0.0185,0.63%
mandelbrot_omp,spiral,0,4096,32,3.6037,0.0123,0.34%
mandelbrot_omp,full,0,8192,1,8.1172,0.0737,0.91%
mandelbrot_omp,seahorse,0,8192,1,61.426,0.670,1.09%
mandelbrot_omp,elephant,0,8192,1,59.220,0.939,1.59%
mandelbrot_omp,spiral,0,8192,1,71.94,1.86,2.59%
mandelbrot_omp,full,0,8192,2,4.392,0.151,3.44%
mandelbrot_omp,seahorse,0,8192,2,31.533,0.355,1.13%
mandelbrot_omp,elephant,0,8192,2,29.810,0.354,1.19%
mandelbrot_omp,spiral,0,8192,2,35.549,0.413,1.16%
mandelbrot_omp,full,0,8192,4,2.20839,0.00405,0.18%
mandelbrot_omp,seahorse,0,8192,4,16.410,0.135,0.82%
mandelbrot_omp,elephant,0,8192,4,15.4922,0.0802,0.52%
mandelbrot_omp,spiral,0,8192,4,18.7919,0.0392,0.21%
mandelbrot_omp,full,0,8192,8,1.7279,0.0138,0.80%
mandelbrot_omp,seahorse,0,8192,8,13.554,0.380,2.80%
mandelbrot_omp,elephant,0,8192,8,14.3287,0.0767,0.53%
mandelbrot_omp,spiral,0,8192,8,15.817,0.509,3.22%
mandelbrot_omp,full,0,8192,16,1.69008,0.00621,0.37%
mandelbrot_omp,seahorse,0,8192,16,12.6521,0.0383,0.30%
mandelbrot_omp,elephant,0,8192,16,11.9183,0.0421,0.35%
mandelbrot_omp,spiral,0,8192,16,15.073,0.322,2.14%
mandelbrot_omp,full,0,8192,32,1.69380,0.00858,0.51%
mandelbrot_omp,seahorse,0,8192,32,12.4731,0.0400,0.32%
mandelbrot_omp,elephant,0,8192,32,12.081,0.207,1.72%
mandelbrot_omp,spiral,0,8192,32,14.3124,0.0443,0.31%
mandelbrot_seq,full,1,16,1,0.0011181,0.0000904,8.08%
mandelbrot_seq,seahorse,1,16,1,0.001667,0.000202,12.09%
mandelbrot_seq,elephant,1,16,1,0.001408,0.000134,9.51%
mandelbrot_seq,spiral,1,16,1,0.001474,0.000176,11.97%
mandelbrot_seq,full,1,32,1,0.001440,0.000106,7.39%
mandelbrot_seq,seahorse,1,32,1,0.0024041,0.0000634,2.64%
mandelbrot_seq,elephant,1,32,1,0.0024886,0.0000795,3.20%
mandelbrot_seq,spiral,1,32,1,0.003329,0.000323,9.70%
mandelbrot_seq,full,1,64,1,0.002265,0.000117,5.16%
mandelbrot_seq,seahorse,1,64,1,0.006845,0.000186,2.72%
mandelbrot_seq,elephant,1,64,1,0.006410,0.000131,2.05%
mandelbrot_seq,spiral,1,64,1,0.007609,0.000209,2.74%
mandelbrot_seq,full,1,128,1,0.005260,0.000275,5.23%
mandelbrot_seq,seahorse,1,128,1,0.019532,0.000623,3.19%
mandelbrot_seq,elephant,1,128,1,0.018578,0.000436,2.35%
mandelbrot_seq,spiral,1,128,1,0.022149,0.000973,4.39%
mandelbrot_seq,full,1,256,1,0.014991,0.000356,2.38%
mandelbrot_seq,seahorse,1,256,1,0.06693,0.00126,1.88%
mandelbrot_seq,elephant,1,256,1,0.063023,0.000924,1.47%
mandelbrot_seq,spiral,1,256,1,0.07568,0.00126,1.66%
mandelbrot_seq,full,1,512,1,0.05218,0.00112,2.15%
mandelbrot_seq,seahorse,1,512,1,0.26168,0.00387,1.48%
mandelbrot_seq,elephant,1,512,1,0.24222,0.00203,0.84%
mandelbrot_seq,spiral,1,512,1,0.28998,0.00216,0.75%
mandelbrot_seq,full,1,1024,1,0.19716,0.00232,1.18%
mandelbrot_seq,seahorse,1,1024,1,1.01252,0.00292,0.29%
mandelbrot_seq,elephant,1,1024,1,0.96030,0.00777,0.81%
mandelbrot_seq,spiral,1,1024,1,1.14155,0.00423,0.37%
mandelbrot_seq,full,1,2048,1,0.76429,0.00679,0.89%
mandelbrot_seq,seahorse,1,2048,1,4.06332,0.00592,0.15%
mandelbrot_seq,elephant,1,2048,1,3.8249,0.0206,0.54%
mandelbrot_seq,spiral,1,2048,1,4.59957,0.00813,0.18%
mandelbrot_seq,full,1,4096,1,3.0789,0.0651,2.11%
mandelbrot_seq,seahorse,1,4096,1,16.456,0.311,1.89%
mandelbrot_seq,elephant,1,4096,1,15.0866,0.0286,0.19%
mandelbrot_seq,spiral,1,4096,1,18.255,0.176,0.96%
mandelbrot_seq,full,1,8192,1,12.1064,0.0477,0.39%
mandelbrot_seq,seahorse,1,8192,1,64.631,0.545,0.84%
mandelbrot_seq,elephant,1,8192,1,62.448,0.777,1.24%
mandelbrot_seq,spiral,1,8192,1,72.497,0.646,0.89%
